,year,week,name,id,home,team,pos,defense_ast,defense_ffum,defense_fgblk,defense_frec,defense_frec_tds,defense_int,defense_int_tds,defense_misc_tds,defense_pass_def,defense_puntblk,defense_qbhit,defense_safe,defense_sk,defense_sk_yds,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_primary,defense_xpblk,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_tot,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpmade,kicking_xpmissed,kicking_yds,kickret_avg,kickret_fair,kickret_lng,kickret_ret,kickret_tds,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_first_down,passing_incmp,passing_incmp_air_yds,passing_int,passing_ints,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_twoptmissed,passing_yds,penalty,penalty_first_down,penalty_yds,punting_avg,punting_blk,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_fair,puntret_lng,puntret_ret,puntret_tds,puntret_tot,puntret_touchback,puntret_yds,receiving_lng,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_twoptmissed,receiving_yac_yds,receiving_yds,rushing_att,rushing_first_down,rushing_lng,rushing_loss,rushing_tds,rushing_twopta,rushing_twoptm,rushing_twoptmissed,rushing_yds
577,2015.0,8.0,S.Bailey,00-0030532,yes,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,10.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
86,2015.0,9.0,S.Bailey,00-0030532,no,STL,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,4.0,0.0,0.0,0.0,,7.0,13.0,,,,,,,,,
639,2015.0,1.0,S.Barrett,00-0031101,yes,DEN,OLB,1.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2015.0,2.0,S.Barrett,00-0031101,no,DEN,OLB,1.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,2015.0,3.0,S.Barrett,00-0031101,no,DEN,OLB,0.0,1.0,,,,0.0,,,,,,,1.0,-7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,2015.0,4.0,S.Barrett,00-0031101,yes,DEN,OLB,1.0,0.0,,,,0.0,,,,,1.0,,0.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,2015.0,5.0,S.Barrett,00-0031101,no,DEN,OLB,2.0,1.0,,,,0.0,,,,,1.0,,1.0,-7.0,,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,2015.0,6.0,S.Barrett,00-0031101,no,DEN,OLB,3.0,1.0,,1.0,,0.0,,,1.0,,2.0,,1.5,-11.0,,6.0,3.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,2015.0,8.0,S.Barrett,00-0031101,yes,DEN,OLB,2.0,0.0,,,,0.0,,,,,1.0,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,2015.0,9.0,S.Barrett,00-0031101,no,DEN,OLB,4.0,0.0,,,,0.0,,,,,1.0,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,2015.0,10.0,S.Barrett,00-0031101,yes,DEN,OLB,1.0,0.0,,,,0.0,,,1.0,,1.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2015.0,11.0,S.Barrett,00-0031101,no,DEN,OLB,0.0,0.0,,,,0.0,,,1.0,,,,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,2015.0,12.0,S.Barrett,00-0031101,yes,DEN,OLB,1.0,0.0,,1.0,,0.0,,,,,1.0,,0.0,,,3.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,2015.0,13.0,S.Barrett,00-0031101,no,DEN,OLB,0.0,0.0,,,,0.0,,,1.0,,2.0,,1.0,-3.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,2015.0,14.0,S.Barrett,00-0031101,yes,DEN,OLB,0.0,0.0,,,,0.0,,,,,1.0,,1.0,-12.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,2015.0,15.0,S.Barrett,00-0031101,no,DEN,OLB,1.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,2015.0,16.0,S.Barrett,00-0031101,yes,DEN,OLB,0.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,2015.0,17.0,S.Barrett,00-0031101,yes,DEN,OLB,0.0,1.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2015.0,1.0,S.Barrington,00-0030119,no,GB,LB,0.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,2015.0,2.0,S.Bowen,00-0023954,no,NYJ,,0.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2015.0,10.0,S.Bowen,00-0023954,yes,NYJ,,1.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2015.0,13.0,S.Bowen,00-0023954,no,NYJ,,0.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2015.0,14.0,S.Bowen,00-0023954,yes,NYJ,,1.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,2015.0,16.0,S.Bowen,00-0023954,yes,NYJ,,1.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2015.0,17.0,S.Bowen,00-0023954,no,NYJ,,1.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,2015.0,1.0,S.Bradford,00-0027854,no,PHI,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,36.0,140.0,,16.0,141.0,2.0,2.0,,,1.0,0.0,0.0,,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,2015.0,2.0,S.Bradford,00-0027854,yes,PHI,QB,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,37.0,23.0,52.0,,14.0,161.0,2.0,2.0,1.0,-5.0,1.0,0.0,0.0,,224.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,9.0,,0.0,0.0,0.0,,9.0
211,2015.0,3.0,S.Bradford,00-0027854,no,PHI,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,14.0,58.0,,14.0,113.0,,0.0,1.0,-10.0,1.0,0.0,0.0,,118.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,,0.0,0.0,0.0,,-2.0
425,2015.0,4.0,S.Bradford,00-0027854,no,PHI,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,15.0,200.0,,13.0,178.0,,0.0,5.0,-37.0,3.0,0.0,0.0,,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,14.0,,0.0,0.0,0.0,,14.0
74,2015.0,5.0,S.Bradford,00-0027854,yes,PHI,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,32.0,142.0,,13.0,215.0,2.0,2.0,,,2.0,0.0,0.0,,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,0.0,0.0,0.0,,3.0
875,2015.0,6.0,S.Bradford,00-0027854,yes,PHI,QB,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,38.0,24.0,175.0,,14.0,214.0,3.0,3.0,1.0,-10.0,1.0,0.0,0.0,,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,5.0,,0.0,0.0,0.0,,2.0
802,2015.0,7.0,S.Bradford,00-0027854,no,PHI,QB,,,,,,,,,,,,,,,,,,,,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,46.0,26.0,87.0,,20.0,129.0,1.0,1.0,5.0,-33.0,0.0,0.0,0.0,,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,0.0,0.0,0.0,,6.0
720,2015.0,9.0,S.Bradford,00-0027854,no,PHI,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,25.0,124.0,,11.0,43.0,,0.0,1.0,-8.0,1.0,0.0,0.0,,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,-1.0,,0.0,0.0,0.0,,-1.0
417,2015.0,10.0,S.Bradford,00-0027854,yes,PHI,QB,,,,,,,,,,,,,,,,,,,,2.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,25.0,19.0,112.0,,6.0,55.0,,0.0,4.0,-39.0,1.0,0.0,0.0,,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,0.0,0.0,0.0,,0.0
865,2015.0,13.0,S.Bradford,00-0027854,no,PHI,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,14.0,58.0,,10.0,74.0,,0.0,1.0,0.0,2.0,0.0,0.0,,120.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,-1.0,,0.0,0.0,0.0,,-1.0
77,2015.0,14.0,S.Bradford,00-0027854,yes,PHI,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,23.0,155.0,,15.0,233.0,1.0,1.0,1.0,-15.0,1.0,0.0,0.0,,247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,5.0,,0.0,0.0,0.0,,3.0
218,2015.0,15.0,S.Bradford,00-0027854,yes,PHI,QB,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,41.0,28.0,241.0,,13.0,102.0,2.0,2.0,2.0,-11.0,2.0,0.0,0.0,,361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,,0.0,0.0,0.0,,4.0
76,2015.0,16.0,S.Bradford,00-0027854,yes,PHI,QB,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,56.0,37.0,183.0,,19.0,155.0,,0.0,5.0,-27.0,1.0,0.0,0.0,,380.0,1.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,4.0,,0.0,0.0,0.0,,4.0
536,2015.0,17.0,S.Bradford,00-0027854,no,PHI,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,30.0,118.0,,8.0,88.0,1.0,1.0,1.0,-5.0,2.0,0.0,0.0,,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,-1.0,,0.0,0.0,0.0,,-2.0
201,2015.0,1.0,S.Brown,00-0027232,yes,JAC,,0.0,0.0,,,,0.0,,,,,,,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,2015.0,2.0,S.Brown,00-0027232,yes,JAC,,1.0,0.0,,,,0.0,,,,,1.0,,0.5,-8.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,2015.0,3.0,S.Brown,00-0027232,no,JAC,,0.0,0.0,,,,0.0,,,1.0,,,,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,2015.0,5.0,S.Brown,00-0027232,no,JAC,,1.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,2015.0,9.0,S.Brown,00-0027232,no,JAC,,1.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,2015.0,10.0,S.Brown,00-0027232,no,JAC,,0.0,0.0,,,,0.0,,,,,,,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2015.0,11.0,S.Brown,00-0027232,yes,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,2015.0,12.0,S.Brown,00-0027232,yes,JAC,,0.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,2015.0,13.0,S.Brown,00-0027232,no,JAC,,1.0,0.0,,,,0.0,,,,,1.0,,1.0,-2.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,2015.0,14.0,S.Brown,00-0027232,yes,JAC,,1.0,0.0,,,,0.0,,,1.0,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,2015.0,15.0,S.Brown,00-0027232,yes,JAC,,0.0,0.0,,,,0.0,,,,,,,0.0,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,2015.0,17.0,S.Brown,00-0027232,no,JAC,,2.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2015.0,1.0,S.Chandler,00-0025516,yes,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,,,,,,,,,
187,2015.0,2.0,S.Chandler,00-0025516,no,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,3.0,5.0,0.0,0.0,0.0,,15.0,23.0,,,,,,,,,
510,2015.0,3.0,S.Chandler,00-0025516,yes,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,2.0,2.0,0.0,0.0,0.0,,14.0,25.0,,,,,,,,,
818,2015.0,6.0,S.Chandler,00-0025516,no,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,10.0,,,,,,,,,,,,,,,,,25.0,2.0,3.0,0.0,0.0,0.0,,10.0,39.0,,,,,,,,,
317,2015.0,7.0,S.Chandler,00-0025516,yes,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,2.0,2.0,0.0,0.0,0.0,,4.0,34.0,,,,,,,,,
33,2015.0,8.0,S.Chandler,00-0025516,yes,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,2.0,0.0,0.0,0.0,,8.0,9.0,,,,,,,,,
199,2015.0,9.0,S.Chandler,00-0025516,yes,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,3.0,0.0,0.0,0.0,,2.0,5.0,,,,,,,,,
683,2015.0,10.0,S.Chandler,00-0025516,no,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,0.0,0.0,,0.0,1.0,,,,,,,,,
876,2015.0,11.0,S.Chandler,00-0025516,yes,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,0.0,0.0,0.0,,2.0,3.0,,,,,,,,,
953,2015.0,12.0,S.Chandler,00-0025516,no,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,5.0,11.0,1.0,0.0,0.0,,7.0,58.0,,,,,,,,,
902,2015.0,13.0,S.Chandler,00-0025516,yes,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,4.0,7.0,1.0,0.0,0.0,,9.0,61.0,,,,,,,,,
127,2015.0,17.0,S.Chandler,00-0025516,no,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
374,2015.0,1.0,S.Charles,00-0030132,yes,BUF,DT,0.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,2015.0,3.0,S.Charles,00-0030132,no,BUF,DT,0.0,1.0,,,,0.0,,,,,1.0,,1.0,-7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,2015.0,4.0,S.Charles,00-0030132,yes,BUF,DT,0.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,2015.0,6.0,S.Charles,00-0030132,yes,BUF,DT,2.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2015.0,13.0,S.Charles,00-0030132,yes,BUF,DT,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2015.0,14.0,S.Charles,00-0030132,no,BUF,DT,0.0,0.0,,,,0.0,,,,,,,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,2015.0,15.0,S.Charles,00-0030132,no,BUF,DT,1.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,2015.0,16.0,S.Charles,00-0030132,yes,BUF,DT,0.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2015.0,17.0,S.Charles,00-0030132,yes,BUF,DT,1.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2015.0,4.0,S.Coates,00-0032166,yes,PIT,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,2.0,0.0,0.0,0.0,,4.0,11.0,,,,,,,,,
995,2015.0,1.0,S.Crichton,00-0031283,no,MIN,DE,1.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,2015.0,2.0,S.Crichton,00-0031283,yes,MIN,DE,0.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,2015.0,3.0,S.Crichton,00-0031283,yes,MIN,DE,0.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,2015.0,4.0,S.Crichton,00-0031283,no,MIN,DE,1.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,2015.0,6.0,S.Crichton,00-0031283,yes,MIN,DE,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,2015.0,8.0,S.Crichton,00-0031283,no,MIN,DE,1.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2015.0,14.0,S.Crichton,00-0031283,no,MIN,DE,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,2015.0,4.0,S.Diggs,00-0031588,no,MIN,WR,,,,,,,,,,,,,,,,,,,,2.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,6.0,10.0,0.0,0.0,0.0,,6.0,87.0,,,,,,,,,
272,2015.0,6.0,S.Diggs,00-0031588,yes,MIN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,7.0,9.0,0.0,0.0,0.0,,46.0,129.0,,,,,,,,,
482,2015.0,7.0,S.Diggs,00-0031588,no,MIN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,6.0,9.0,1.0,0.0,0.0,,38.0,108.0,1.0,,9.0,,0.0,0.0,0.0,,9.0
348,2015.0,8.0,S.Diggs,00-0031588,no,MIN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,6.0,12.0,1.0,0.0,0.0,,50.0,95.0,,,,,,,,,
102,2015.0,9.0,S.Diggs,00-0031588,yes,MIN,WR,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,3.0,5.0,0.0,0.0,0.0,,23.0,42.0,,,,,,,,,
644,2015.0,10.0,S.Diggs,00-0031588,no,MIN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,2.0,2.0,0.0,0.0,0.0,,34.0,46.0,1.0,,10.0,,0.0,0.0,0.0,,10.0
